id	partner_id	acciones	ncontractes	npolizas_pagador	npolizas_titular	npolizas_socio	consumannual	maxconsumannual	polizas	tarifas	bool
21396	42071	1	3	3	0	0	5062	2880	65393,59824,59828	2.0A,2.0A,2.0A	True
21438	42153	2	1	1	0	0	2400	2400	59905	2.0A	True
21511	42305	10	2	1	0	1	2214	1464	60193,60408	2.0A,2.0DHA	True
21521	42329	1	1	1	0	0	2400	2400	60205	2.0A	True
21574	42473	1	1	1	0	0	2400	2400	61657	2.0A	True
21624	42613	10	1	1	0	0	2165	2165	60608	2.0A	True
21683	42745	10	1	1	0	0	1962	1962	60820	2.0A	True
21712	42805	10	1	1	0	0	3400	3400	64205	2.0A	True
21786	43034	9	1	1	0	0	2880	2880	61273	2.0A	True
21797	43068	7	1	1	0	0	1800	1800	61284	2.0A	True
21812	43123	10	1	1	0	0	2600	2600	61346	2.0A	True
21820	43146	4	1	1	0	0	2400	2400	61398	2.0A	True
21866	43316	10	1	1	0	0	2588	2588	61614	2.0A	True
21878	43338	9	2	1	0	1	3600	1800	61653,67303	2.0A,2.0A	True
22008	43655	1	1	1	0	0	2120	2120	62102	2.0A	True
22129	43981	2	1	1	0	0	1200	1200	62606	2.0DHA	True
22205	44194	2	1	1	0	0	3902	3902	62930	2.0A	True
22339	44522	1	1	1	0	0	740	740	63415	2.0A	True
22340	44523	10	2	2	0	0	7337	5280	63417,63715	2.0DHA,2.0DHA	True
22412	44716	2	1	1	0	0	4000	4000	63672	2.0A	True
22513	45041	6	1	0	0	1	6116	6116	64123	2.0A	True
22744	45644	10	1	1	0	0	2140	2140	65117	2.0A	True
22799	45782	1	0	0	0	0	None	None	None	None	True
22807	45801	6	1	1	0	0	1500	1500	65236	2.0DHA	True
22950	46147	10	1	1	0	0	2500	2500	65785	2.0A	True
22962	46173	13	1	1	0	0	2400	2400	69047	2.0A	True
23002	46283	5	1	1	0	0	868	868	66257	2.0A	True
23041	46356	12	1	1	0	0	2880	2880	66860	2.0A	True
23206	46830	11	3	0	0	3	4094	3092	67315,67317,66884	2.0DHA,2.0A,2.0DHA	True
23291	47069	14	1	1	0	0	3560	3560	67155	2.0A	True
23297	47119	2	1	1	0	0	3840	3840	67217	2.0A	True
23390	47435	6	1	1	0	0	1800	1800	70306	2.0DHA	True
23483	47725	12	0	0	0	0	None	None	None	None	True
23530	47825	5	1	1	0	0	1800	1800	68217	2.0A	True
23629	48049	8	1	1	0	0	2400	2400	68526	2.0A	True
23669	48177	5	0	0	0	0	None	None	None	None	True
23680	48203	3	0	0	0	0	None	None	None	None	True
23722	48310	1	1	1	0	0	2880	2880	70859	2.0A	True
23853	48668	2	1	1	0	0	2599	2599	69668	2.0A	True
24017	49122	1	1	1	0	0	2880	2880	70264	2.0DHA	True
24107	49370	12	0	0	0	0	None	None	None	None	True
24137	49455	5	1	1	0	0	2880	2880	70694	2.0A	True
24151	49488	9	1	1	0	0	2400	2400	70745	2.0A	True
24182	49575	1	1	1	0	0	2597	2597	70863	2.0A	True
24187	49593	5	2	2	0	0	4055	2400	70930,70936	2.0A,2.0A	True
24308	49933	7	1	1	0	0	1800	1800	71421	2.0A	True
24421	50202	9	1	1	0	0	1800	1800	71931	2.0A	True
24635	50773	20	3	2	0	1	8040	3840	72781,72766,72785	2.0A,2.0A,2.0A	True
24686	50926	5	1	1	0	0	2400	2400	73020	2.0A	True
24904	51537	1	1	1	0	0	1754	1754	73969	2.0A	True
24967	51735	1	1	0	0	1	3840	3840	74312	2.0DHA	True
25130	52137	8	0	0	0	0	None	None	None	None	True
25140	52160	11	1	1	0	0	2173	2173	74992	2.0A	True
25185	52272	10	0	0	0	0	None	None	None	None	True
25241	52406	20	0	0	0	0	None	None	None	None	True
